Pipeline,Completness,Resolution
PHENIX,26.15,"3.6	(150)"
PHENIX,36.24,"3.2	(150)"
PHENIX,49.65,"3.2	(150)"
PHENIX,17.51,"4.0	(150)"
PHENIX,93.61,"2.0 - 3.1	(81)"
PHENIX,3.64,"3.2	(150)"
PHENIX,26.21,"3.4	(150)"
PHENIX,23.44,"3.4	(150)"
PHENIX,99.57,"2.0 - 3.1	(81)"
PHENIX,24.03,"3.8	(150)"
PHENIX,5.84,"3.6	(150)"
PHENIX,8.68,"3.8	(150)"
PHENIX,14.5,"3.8	(150)"
PHENIX,53.1,"3.2	(150)"
PHENIX,29.46,"3.2	(150)"
PHENIX,18.33,"3.6	(150)"
PHENIX,47.13,"3.8	(150)"
PHENIX,16.96,"3.8	(150)"
PHENIX,54.78,"4.0	(150)"
PHENIX,44.19,"3.2	(150)"
PHENIX,14.25,"3.8	(150)"
PHENIX,95.04,"1.0 - 1.9	(67)"
PHENIX,52.39,"4.0	(150)"
PHENIX,5.49,"4.0	(150)"
PHENIX,62.2,"3.4	(150)"
PHENIX,21.53,"3.4	(150)"
PHENIX,20.63,"3.2	(150)"
PHENIX,14.24,"3.6	(150)"
PHENIX,34.33,"3.2	(150)"
PHENIX,55.49,"3.2	(150)"
PHENIX,3.7,"3.8	(150)"
PHENIX,8.27,"4.0	(150)"
PHENIX,49.74,"3.2	(150)"
PHENIX,47.59,"3.2	(150)"
PHENIX,96.86,"2.0 - 3.1	(81)"
PHENIX,91.3,"1.0 - 1.9	(67)"
PHENIX,22.69,"3.4	(150)"
PHENIX,17.77,"3.6	(150)"
PHENIX,33.53,"3.4	(150)"
PHENIX,20.22,"4.0	(150)"
PHENIX,17.97,"3.2	(150)"
PHENIX,11.41,"3.8	(150)"
PHENIX,13.04,"3.8	(150)"
PHENIX,21.96,"3.6	(150)"
PHENIX,18.3,"3.2	(150)"
PHENIX,16.48,"3.4	(150)"
PHENIX,12.34,"4.0	(150)"
PHENIX,19.88,"3.8	(150)"
PHENIX,92.97,"1.0 - 1.9	(67)"
PHENIX,42.26,"3.4	(150)"
PHENIX,8.26,"3.8	(150)"
PHENIX,98.2,"1.0 - 1.9	(67)"
PHENIX,60.05,"3.2	(150)"
PHENIX,31.3,"3.6	(150)"
PHENIX,6.29,"4.0	(150)"
PHENIX,60.32,"3.4	(150)"
PHENIX,9.38,"4.0	(150)"
PHENIX,46.65,"3.4	(150)"
PHENIX,34.41,"3.2	(150)"
PHENIX,20.54,"3.8	(150)"
PHENIX,58.62,"3.6	(150)"
PHENIX,53.9,"3.8	(150)"
PHENIX,10.68,"3.8	(150)"
PHENIX,10.89,"3.8	(150)"
PHENIX,46.74,"3.2	(150)"
PHENIX,8.26,"4.0	(150)"
PHENIX,4.6,"3.8	(150)"
PHENIX,5.56,"4.0	(150)"
PHENIX,13.68,"3.8	(150)"
PHENIX,9.17,"4.0	(150)"
PHENIX,22.64,"3.6	(150)"
PHENIX,84.75,"1.0 - 1.9	(67)"
PHENIX,4.77,"4.0	(150)"
PHENIX,4.32,"4.0	(150)"
PHENIX,88.13,"1.0 - 1.9	(67)"
PHENIX,17.7,"4.0	(150)"
PHENIX,19.01,"3.6	(150)"
PHENIX,5.66,"4.0	(150)"
PHENIX,75.85,"2.0 - 3.1	(81)"
PHENIX,20.94,"3.6	(150)"
PHENIX,21.6,"3.6	(150)"
PHENIX,12.85,"3.8	(150)"
PHENIX,13.69,"3.2	(150)"
PHENIX,24.54,"3.4	(150)"
PHENIX,11.03,"4.0	(150)"
PHENIX,88.44,"1.0 - 1.9	(67)"
